,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP ",EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Total Current Assets ,"Property, Plant & Equip, Net ","Property, Plant & Equip ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Cash from Investing Activities ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
1150,-4.89,-4.35,-4.66,371.28,-739.72,-1022.45,-6.8,-1089.73,-7.39,-1096.09,-30.11,-1069.91,-4.89,-6.18,-22.47,-22.47,-2.33,-2.67,-6.35,10.59,-23.9,-22.29,-19.43,-0.92,-1.94,-0.12,9.99,4.7,3.49,0.49,93.61,-76.09,-39.49,-39.49,-19.43,-6.44,1.38,67.53,14.17,-0.75,3.62,-1022.45,-4.74,4912.64,-219.83,25.0,-25.66,-175.29,-56.77,-212.5,-25.66,46.88,-13.91,-113.55,-0.0610232284906411
1151,-1.46,1.73,5.48,-78.03,-94.57,-97.03,-4.66,-96.88,-4.66,-96.88,-1.09,-96.98,2.82,3.8,4.83,4.83,7.4,5.0,-1.15,4.26,-4.4,-4.04,-2.45,5.15,2.93,-0.35,-2.96,-1.66,-0.87,0.92,1.04,-421.21,-4.82,-4.82,-2.45,-2.46,-0.64,4.39,-9.04,2.0,-4.17,-97.03,0.88,-91.77,-45.42,-14.13,8.41,-17.96,-19.89,-117.46,8.41,-19.05,129.83,2787.04,0.8017188162654691
1152,3.32,4.76,8.53,-26.74,-140.81,-320.66,-1.26,-323.48,-1.26,-323.48,0.11,-313.57,-0.99,6.83,170.51,170.51,-9.49,6.97,-2.52,4.8,-0.72,-0.92,0.57,1.13,23.14,-8.92,-6.1,-7.53,-2.04,0.75,-3.12,35.85,4.65,4.65,0.57,0.39,-8.65,-12.71,-12.71,-13.13,4.35,-1.65,5.22,-183.29,520.65,17.28,5.71,56.84,-74.83,3300.0,5.71,20.67,-4.38,-153.15,-0.0115769289329019
1153,1.31,3.46,-1.0,102.22,-814.29,-189.51,1.28,-188.39,1.28,-188.39,6.71,-188.35,-2.74,13.01,-45.66,-45.66,7.78,2.27,-1.13,5.62,10.42,9.12,7.74,35.17,8.19,47.03,-4.46,21.21,18.28,0.94,7.52,-38.89,-7.64,-7.64,7.74,1.45,45.8,57.86,32.68,-5.48,4.17,100.84,6.07,-29.77,-70.89,-52.72,-4.63,193.42,-981.33,-170.59,-4.63,-65.05,152.53,-152.82,0.398964150719606
1154,12.16,12.4,7.87,-30.37,-127.23,-245.19,1.22,-243.43,2.68,-241.39,8.17,-229.45,3.85,10.1,-38.56,-38.56,15.45,-6.68,9.4,7.46,0.42,1.33,-0.2,26.62,47.61,-4.48,-36.48,-17.13,-3.81,0.92,-3.85,-98.86,6.53,6.53,-0.2,1.15,-1.31,-7.36,-9.32,-36.78,8.0,-245.19,5.98,-11.43,-101.43,62.0,52.23,-59.42,-115.58,-54.17,52.23,68.84,-23.99,-211.58,0.0776431862512705
1155,7.89,8.57,6.29,-47.64,427.12,-70.03,0.92,-70.3,1.13,-70.36,3.15,-72.22,0.45,3.67,-4.08,-4.08,5.16,18.0,4.05,5.93,2.24,2.44,5.23,-34.4,57.62,-30.31,10.31,-18.0,5.87,0.85,-2.25,-6000.0,4.14,4.14,5.23,0.84,1.91,-2.14,-10.9,-25.14,7.41,-70.03,3.56,-321.51,-1750.0,46.71,-15.16,13.87,-153.4,-534.71,-15.16,85.74,-9.36,389.5,-0.0481061796264408
1156,8.57,8.66,8.35,-60.37,52.41,1506.73,0.8,1494.05,0.62,1496.76,-0.99,1379.97,-1.61,6.02,-22.34,-22.34,3.88,4.74,5.07,2.51,9.38,11.68,10.28,4.09,-6.97,26.48,-13.97,9.99,2.02,1.08,-17.13,-155.93,24.44,24.44,10.28,0.81,27.63,2.56,-11.8,12.58,10.34,1506.73,5.92,-123.06,-3372.73,-78.26,-0.94,90.2,1201.82,-134.03,-0.94,-100.54,287.76,-98.65,0.4879473805629756
1157,9.28,8.85,10.42,344.3,-51.69,181.27,0.76,179.15,0.66,179.43,-1.4,157.37,-2.86,16.69,48.63,48.63,20.21,17.39,35.52,16.12,55.45,52.18,45.55,29.78,-7.49,85.49,32.42,68.57,35.97,1.24,-67.6,718.18,59.03,59.03,45.55,0.75,42.16,-10.61,-59.55,26.89,12.5,181.27,13.09,3682.11,-86.94,492.26,45.89,162.42,107.61,29.61,45.89,-23016.67,-64.69,110.57,-0.0092107807615944
1158,-7.66,-15.24,-3.91,-21.94,-120.09,-102.98,1.81,-103.62,0.43,-103.67,-28.87,-103.23,-12.52,12.88,699.08,699.08,-20.8,42.46,5.22,4.74,-10.31,-6.9,0.69,-3.27,-24.35,7.5,-24.21,-0.44,-7.41,12.36,5.55,-23.33,10.44,10.44,0.69,1.56,-24.35,-31.5,-89.16,88.32,5.56,-101.74,11.08,-111.83,-114.89,-17.86,-18.44,-91.85,-90.14,-699.14,-18.44,-17.67,-3.02,-2857.39,-0.3675870237353507
1159,19.92,26.94,15.1,-9.0,-879.71,-843.57,0.4,-667.7,1.21,-663.14,34.61,-720.04,11.15,-6.08,11.01,11.01,16.13,-5.63,5.71,3.37,10.62,7.6,4.72,34.29,16.11,-3.53,-4.5,-3.71,1.01,1.29,-41.46,27.05,8.46,8.46,4.72,0.63,-3.6,-11.11,190.02,-18.73,7.89,-1369.51,-2.67,-79.53,-935.71,24.01,47.34,288.56,-132.42,-87.19,47.34,16.25,-5.41,-116.68,-0.0872862561348337
1160,6.68,6.78,3.69,19.25,6.04,-32.95,0.58,-35.16,0.41,-35.05,1.84,-37.15,-2.8,8.37,-51.79,-51.79,10.8,-8.82,5.4,2.58,2.89,3.08,0.74,-4.79,-11.02,0.78,-14.56,-2.12,-4.56,1.51,-46.12,2.28,5.72,5.72,0.74,0.55,12.21,6.14,-12.95,2.48,9.76,-32.95,3.93,701.15,186.32,-18.4,10.47,25.92,476.84,-680.34,10.47,-30.55,22.83,21.7,0.2836467502915507
1161,12.29,14.01,14.82,-51.57,73.97,128.08,1.57,140.39,1.65,140.2,1.54,103.25,5.27,48.94,-6.79,-6.79,13.1,13.09,16.5,10.94,6.13,7.15,8.21,19.11,29.71,-3.25,-6.5,-3.79,4.77,1.76,-209.2,-81.78,9.73,11.14,8.21,2.26,2.87,-7.43,-36.33,-12.82,6.67,128.08,5.28,-30.42,-23.38,64.02,30.72,28.0,-100.91,-93.61,30.72,86.32,-18.8,-28.13,0.0071006717591339
1162,7.87,7.87,-2.24,-269.05,-269.05,-1127.3,148.76,-192.69,145.29,-194.0,-13.43,-712.0,11.6,-6.62,10.86,-1.28,-14.64,6.24,4.5,5.865,-2.26,2.02,3.12,-14.95,0.63,4.52,2.42,2.9,2.76,2.93,2.74,-14.05,7.05,6.98,3.12,2.02,12.02,4.71,8.03,5.58,-3.35,-1019.04,-6.62,-73.57,-114.91,-164.05,4.37,13.19,-695.33,-136.03,4.37,-157.47,-591.05,-90.3,0.3011761130112051
1163,-9.52,-10.7,7.27,10.92,10.92,1.39,1.12,3.08,1.04,3.15,19.16,15.37,-11.56,7.81,-6.21,-3.11,-2.84,-3.67,4.5,5.865,11.74,-1.53,-2.12,9.56,-14.86,-14.97,1.82,-2.13,-3.11,4.46,13.78,9.28,8.77,8.31,-2.12,0.62,-28.04,-33.57,15.97,13.15,2.31,2.67,7.81,118.38,-13.89,25.37,45.92,-74.0,-26.84,-140.06,45.92,23.92,-55.41,20.11,-0.443262098343101
1164,-10.44,-10.53,-2.38,-45.73,-45.73,-28.77,0.71,-32.42,0.56,-32.31,-2.53,-23.92,-8.02,-12.71,-1.98,-24.88,-25.84,-5.72,4.5,5.865,-10.59,1.31,-0.49,0.56,-1.89,-25.98,5.2,-1.17,-1.22,0.56,8.05,-5.01,6.32,6.36,-0.49,3.59,-20.96,-25.69,7.68,-3.9,-2.63,-29.8,-12.71,-3.73,-224.17,-68.1,4.52,64.84,-55.22,-1270.27,4.52,-74.17,298.05,-53.19,0.3714550487583099
1165,8.83,10.89,-5.62,150.21,150.21,75.31,3.59,76.16,0.87,80.92,21.07,69.48,12.29,31.75,12.39,43.51,14.16,8.66,4.5,5.865,2.15,-1.66,0.86,-5.8,3.31,-7.66,1.16,-0.19,0.04,0.75,13.9,13.24,8.21,8.05,0.86,0.01,-46.91,-50.87,6.6,5.18,-3.09,74.29,31.75,-31.74,-293.84,302.28,-3.16,-602.43,-221.81,-166.86,-3.16,405.48,-60.5,118.12,0.0223452928856537
1166,0.68,0.65,-0.45,-27.66,-27.66,-45.91,-0.14,-50.33,-0.15,-50.33,7.93,-47.77,4.85,8.66,-5.18,-19.45,10.69,-2.86,4.5,5.865,-7.71,-1.74,-2.03,-2.84,-1.9,0.89,-3.25,-2.67,-2.61,0.73,6.1,21.34,2.91,2.75,-2.03,-0.18,49.34,45.34,4.84,-0.99,-3.98,-45.42,8.66,20.7,-31.35,-20.86,-2.98,-131.61,-327.44,-193.1,-2.98,-22.02,31.72,50.51,-0.074687998426808
1167,-0.69,-1.12,-9.61,72.83,72.83,131.81,-0.91,144.4,-0.96,144.54,-1.64,137.4,3.61,-2.31,-6.36,-16.92,-2.59,-5.45,4.5,5.865,-6.49,-6.23,-6.04,2.96,-32.32,-9.77,-5.0,-5.7,-7.5,0.29,13.23,26.4,5.38,5.21,-6.04,-2.34,-26.37,-30.01,10.72,39.7,-4.15,136.45,-2.31,-101.8,-0.22,-12.54,-5.55,-49.53,-7.82,-318.11,-5.55,-13.1,6.71,-62.9,-0.0335497591241084
1168,-8.49,-7.28,-5.16,-13.49,-13.49,-13.53,-3.86,-12.64,-3.97,-12.54,15.94,-5.49,-3.47,6.1,6.43,20.58,4.35,6.81,4.5,5.865,3.76,2.35,3.52,6.38,17.45,2.44,3.24,3.12,3.83,-0.23,9.44,10.35,1.47,1.37,3.52,-6.12,-14.42,-15.58,-3.41,-9.06,-5.19,-13.45,6.1,-5364.36,8.09,35.72,-13.82,-634.76,-143.68,-125.96,-13.82,40.06,-16.89,56.93,0.0636827291557311
1169,2.25,2.33,0.4,5.98,5.98,-140.13,-6.56,-157.38,-6.57,-157.38,-3.81,-140.69,7.15,-1.64,2.43,12.48,32.88,4.07,4.5,5.865,3.41,2.35,2.84,7.33,20.42,14.81,2.07,3.85,4.78,-0.03,-7.35,-3.14,-10.57,-10.56,2.84,-7.3,31.76,47.31,-15.34,-13.58,-4.57,-144.67,-1.64,94.34,-262.26,-115.92,21.95,-26.84,136.3,-98.52,21.95,-123.35,-1380.35,-61.73,0.0760666912631917
1170,1.97,0.57,-0.43,3.01,3.01,-399.82,-7.6,-346.2,-7.55,-346.05,0.62,-385.25,4.47,2.6,0.79,4.15,-7.64,0.35,4.5,5.865,8.43,5.46,4.03,5.26,-8.39,-1.99,7.17,5.76,4.84,-0.08,11.52,18.51,-2.54,-2.57,4.03,-7.84,-24.25,-22.25,-6.57,9.55,-2.39,-369.97,2.6,-102.81,-147.3,-530.32,12.29,25.57,-33.4,21341.03,12.29,-377.69,-108.2,47.95,-0.2224901825380915
1171,1.97,3.04,0.97,1.94,1.94,7.65,-9.79,20.18,-9.2,19.4,2.02,5.44,4.0,4.02,-1.88,3.14,12.43,0.57,4.5,5.865,0.12,2.19,1.77,-24.73,-3.37,7.22,1.68,2.47,2.15,-0.08,9.26,-2.29,-1.52,-1.59,1.77,-10.74,31.02,33.13,-3.29,4.08,-1.96,7.49,4.02,-3019.32,-471.89,-134.74,41.39,-68.03,-3.58,-19.61,41.39,-154.77,-852.3,-132.31,0.2894234099830965
1172,0.01,0.57,2.27,-41.33,-41.33,-41.3,-7.26,-39.43,-7.34,-39.38,0.81,-41.4,-4.76,0.82,35.96,59.66,12.42,35.05,4.5,5.865,-5.8,9.09,15.85,3.87,-14.58,9.22,20.74,19.02,17.22,0.01,1.95,-11.73,3.38,3.39,15.85,-1.52,-108.42,-108.15,-10.89,58.1,5.0,-42.97,0.82,-24.06,-10.27,60.64,-35.42,307.77,444.09,1650.4,-35.42,32.43,-69.05,174.1,-0.3596329459632288
1173,-3.24,-4.78,13.57,95.9,95.9,92.63,-2.53,108.81,-2.36,108.45,4.05,99.53,-9.06,0.69,-14.6,-15.37,21.28,-12.89,4.5,5.865,9.67,7.58,1.38,21.68,11.76,-6.37,2.15,0.98,1.41,0.15,9.7,20.92,1.1,1.07,1.38,-4.69,-341.4,-338.84,0.98,-22.05,6.4,98.29,0.69,-120.07,-173.08,-397.02,19.53,31.05,-92.61,-139.42,19.53,-337.38,-125.55,-253.84,-0.2596168551413973
1174,4.75,4.75,5.85,-31.53,-31.53,-31.12,-4.24,-31.02,-4.15,-31.09,2.64,-35.44,-2.47,7.52,7.47,30.53,-0.27,6.57,7.91,7.91,8.26,5.08,5.47,12.68,30.1,6.77,4.7,4.96,6.04,0.42,5.29,21.4,-0.39,-0.41,5.47,-2.39,-214.81,-215.29,-4.8,-18.08,7.41,-31.3,7.52,292.22,-49.69,-59.07,36.73,-36.39,697.61,-279.75,36.73,-65.98,51.73,-39.48,-0.0264988251358799
1175,4.22,4.22,8.5,-31.36,-31.36,-38.13,-0.85,-41.37,-0.43,-41.61,2.66,-40.36,4.66,6.99,-14.48,-23.71,6.65,-11.83,9.5,9.5,23.11,3.95,-0.2,-8.2,-13.17,5.53,-0.49,0.29,-0.42,0.46,2.14,-4.81,2.12,2.19,-0.2,-1.75,-370.74,-364.94,3.63,1.55,-0.42,-38.78,6.99,-188.13,-608.3,-392.86,16.89,-89.35,-99.5,-197.37,16.89,-511.58,-152.49,-571.11,-0.0524765398923625
1176,11.47,14.19,8.02,44.35,77.46,172.74,0.05,145.37,0.05,145.37,3.31,143.99,11.47,2.08,-85.31,-85.31,34.84,-54.42,-0.05,5.15,3.42,1.68,-4.45,-41.2,-41.54,6.1,-7.85,4.37,0.05,-1.83,12.62,44.08,-16.72,-16.73,-4.45,-0.65,14.68,37.71,39.92,-22.04,3.62,172.74,2.08,145.28,157.83,5.63,31.42,127.1,-504.22,-206.62,31.42,-5.62,-1.23,-61.16,-0.0051327813251846
1177,8.2,11.34,4.92,-42.09,-153.18,-155.09,-1.03,-145.12,-0.28,-144.78,3.76,-150.85,-0.12,2.25,-28.8,-28.8,28.95,9.91,-0.66,4.08,1.07,0.22,0.72,-3.68,-8.8,1.53,8.34,2.27,1.67,-4.82,-5.0,-34.63,-2.42,-2.38,0.72,-2.19,2.09,4.57,8.66,20.51,8.33,-155.09,2.25,-68.87,53.54,6.63,52.57,2.28,-68.19,-95.09,52.57,-21.27,-14.54,-293.81,0.0221632330257739
1178,19.68,17.96,22.52,18.14,-43.92,17.16,1.93,23.16,1.86,23.24,-10.64,-7.89,-2.76,12.59,450.88,450.88,149.6,163.93,42.3,28.57,48.6,45.52,52.25,52.54,207.84,59.39,4.38,52.98,96.79,5.86,-6.61,-47.19,23.15,23.65,80.24,3.06,64.13,32.74,-7.55,-14.27,23.08,17.16,12.59,13.49,-3.06,20.06,26.86,950.25,-1473.46,-1219.96,26.86,12.07,32.34,8.92,0.4766569314736166
1179,24.24,15.96,12.29,-0.43,190.13,-53.26,3.04,-58.9,2.75,-58.79,0.66,-61.54,4.62,24.35,-49.39,-49.39,29.61,-43.55,29.35,22.51,42.33,36.13,28.28,27.22,-38.9,5.2,49.23,8.69,-14.96,68.6,-3.43,-61.79,135.7,135.19,8.36,13.95,1.8,-56.72,-43.79,-7.61,18.75,-53.26,24.35,62.34,-98.34,60.2,21.17,31.46,7.3,-161.2,21.17,112.23,-26.91,235.27,-0.2784127348000305
1180,22.09,18.42,18.43,-3.49,32.68,324.67,11.48,294.73,11.35,295.19,-3.04,254.97,-3.35,30.85,-21.39,-21.39,40.37,6.77,2.24,6.63,2.67,2.48,2.66,11.35,18.85,2.76,20.84,4.73,5.51,0.31,11.02,-167.0,-3.04,-2.94,2.66,-0.06,3.29,6.42,1.2,-10.16,26.32,324.67,30.85,-75.66,-2959.81,34.62,41.83,-77.49,-111.39,-81.94,41.83,29.13,-12.22,-68.94,-0.0151959431873949
1181,-0.71,0.13,9.98,-15.31,22.08,31.73,0.21,325.34,0.24,325.22,1.47,292.25,-11.74,2.28,1.82,1.82,-10.7,2.95,4.72,5.43,3.92,4.28,4.22,-2.46,-4.85,2.84,14.65,4.33,3.76,0.38,-12.68,-127.8,5.55,5.22,4.22,-0.03,2.77,-2.33,-2.3,8.2,12.5,31.73,2.28,-84.59,94.5,7.84,19.82,-31.12,102.05,-112.81,19.82,-2.18,-1.45,-72.31,0.1510948319463856
1182,7.02,5.9,19.33,11.14,-21.1,-32.04,2.1,-78.52,2.08,-78.51,-5.18,-78.07,-9.7,6.98,217.43,217.43,19.23,35.01,2.35,6.76,0.61,1.4,2.9,18.77,12.39,-0.61,7.11,0.46,1.14,14.55,37.44,33.88,6.6,6.6,2.9,8.02,-3.87,-9.82,-19.37,20.12,18.52,-32.04,6.98,1585.28,-44.51,-0.8,-3.84,51.5,-89.71,7537.27,-3.84,2.3,4.27,322.65,-0.0502035612520952
1183,11.08,12.54,15.0,12.82,25.88,24.53,12.35,6.11,12.32,6.15,3.34,12.11,-21.01,12.07,-44.66,-44.66,6.44,-14.42,31.9,24.45,57.32,45.65,42.14,42.07,34.4,32.93,22.36,31.38,31.57,53.97,33.32,-32.25,63.28,63.28,42.14,12.69,36.56,-16.36,60.81,-36.32,40.62,24.53,12.07,-30.22,80.82,14.7,39.24,709.05,-8610.73,-165.49,39.24,-8.93,15.5,-7.9,0.1354611816512794
1184,24.51,28.08,31.94,6.22,46.62,50.94,8.12,33.62,8.36,33.32,-1.14,21.23,12.06,22.99,-11.81,-11.81,26.01,8.4,5.75,8.85,-1.56,1.48,1.72,12.82,9.67,3.31,8.03,3.96,4.33,5.48,27.25,25.34,-2.47,-2.47,1.72,2.15,3.53,6.16,-7.68,-1.16,11.11,50.94,22.99,81.64,-74.3,22.4,42.89,-82.9,-108.94,-89.79,42.89,-7.76,-17.81,-18.91,0.0798977564129818
1185,6.45,5.76,9.06,2.76,28.12,28.61,0.73,33.44,0.72,33.44,2.31,20.82,4.37,3.01,-29.24,-29.24,18.96,-2.03,-18.44,-6.38,46.1,18.13,17.37,6.4,35.78,41.97,-8.45,34.78,34.85,0.5,28.33,-0.46,-12.76,-12.76,17.37,0.24,9.27,25.25,-9.51,-27.85,2.0,28.61,3.01,-43.5,117.54,7.91,18.29,16.04,-5.59,188.46,18.29,-15.73,17.07,-16.09,0.0657283300422433
1186,1.16,2.35,10.42,9.6,21.72,22.36,1.68,31.0,1.67,31.01,8.03,20.96,5.29,2.16,18.37,18.37,-27.68,-8.31,-2.97,3.86,2.75,1.04,0.75,-6.6,2.34,6.06,-5.82,4.91,4.74,0.44,15.17,-20.0,-9.88,-9.88,0.75,3.61,6.26,17.91,11.1,-10.4,-3.92,22.36,2.16,130.94,-43.55,13.15,-21.05,-16.42,83.67,-157.33,-21.05,122.55,13.86,-7.53,-0.0076715624319489
1187,8.56,12.3,0.29,-9.92,9.57,9.66,2.13,7.42,2.12,7.43,-6.24,-4.4,6.39,2.24,25.86,25.86,25.99,13.59,-7.47,1.5,3.47,0.32,0.7,2.73,2.89,6.53,-8.87,5.19,5.03,0.43,15.12,-0.46,-12.72,-12.72,0.7,0.23,6.77,22.32,13.09,10.39,2.04,9.66,2.24,3.74,-594.29,-10.74,-24.32,-23.49,3.07,97.67,-24.32,4.68,61.48,-13.99,0.081864246928947
1188,10.19,13.14,10.29,6.15,43.43,44.65,0.23,52.48,-0.77,52.83,6.68,38.7,10.19,3.83,-46.58,-46.58,32.6,-2.95,-11.5,-0.08,3.85,-0.22,-0.3,-0.36,34.8,0.76,-10.06,-0.05,2.24,0.58,9.36,25.0,-9.8,-9.8,-0.3,0.23,6.08,17.6,4.88,-28.0,3.62,44.65,3.83,-27.03,115.9,5.54,6.59,1.5,27.1,-263.53,6.59,4.67,-37.58,-30.94,-0.1312894191784495
1189,-0.07,1.69,1.2,29.38,-9.64,-10.33,0.23,-10.53,-0.77,-10.33,2.54,-10.26,-0.07,2.75,-32.69,-32.69,-17.08,-15.2,146.59,64.74,-45.77,-0.55,-1.01,-1.57,-5.35,3.2,-1.85,2.85,2.14,0.85,11.47,-20.0,-14.34,-14.34,-1.01,0.16,5.76,23.46,10.35,-10.41,3.62,-10.33,2.75,-0.82,-50.33,8.62,8.7,12.35,-0.66,-66.19,8.7,8.55,-23.08,21.13,-0.3447202757703471
1190,9.77,14.07,-4.28,-28.29,-69.4,-194.97,1.17,-193.88,3.14,-192.08,8311.84,-186.52,5.0,-5.16,-0.21,-2.06,-4.35,0.52,-8.47,-1.56,139.58,52.31,21.08,17.75,65.26,-6.79,-24.94,-16.19,8.7,2.46,-3.32,22.62,169.86,169.86,21.08,-0.57,-94.18,-97.84,-157.88,-39.17,4.55,-194.97,-5.16,-106.55,-8.29,676.78,-10.92,464.48,185.87,566.61,-10.92,-1083.0,-59.5,-917.89,0.2511378939334974
1191,22.85,22.47,6.3,-42.41,-303.17,-49.26,1.19,-49.85,1.86,-50.18,102.62,-58.69,20.24,3.75,6.05,7.93,83.38,24.41,-7.93,-1.32,-24.0,-18.23,3.12,-6.26,54.42,-67.54,-42.29,-55.83,-4.61,1.07,-4.88,-3.96,40.58,40.58,3.12,2.08,2166.95,1512.58,-198.42,-19.43,2.17,-49.26,3.75,-865.15,-189.52,20.69,-16.18,-80.18,-341.59,-249.98,-16.18,29.24,11.35,137.83,0.2591116587401805
1192,15.36,18.92,9.05,-7.1,97.3,509.1,2.5,494.27,3.64,487.72,22.86,428.01,4.27,-2.65,36.79,20.74,-72.2,30.76,-6.89,-4.52,51.79,28.46,29.85,3.33,19.88,3.49,-23.81,-53.83,1.61,-0.71,-40.04,-13.74,122.6,122.6,29.85,2.92,59.06,-28.54,711.02,9.07,10.64,509.1,-2.65,-415.09,-287.93,31.48,14.46,256.2,-110.93,234.49,14.46,34.04,3.25,-78.41,0.1649816219285691
1193,10.08,10.98,9.93,104.18,-15.55,-62.67,2.71,-63.65,4.95,-64.43,-7.85,-66.09,0.42,10.19,-23.46,-26.17,10.02,-12.23,-2.34,-8.26,46.72,34.8,6.19,26.43,-5.67,3.49,-19.59,-19.59,-7.24,2.07,-25.29,-44.68,26.33,26.33,6.19,2.67,-24.31,-40.08,-12.22,-6.95,9.62,-62.67,10.19,-151.08,-141.75,16.33,24.92,112.13,-834.48,-234.46,24.92,15.23,-6.11,211.61,-0.25826266447924
1194,8.27,7.72,2.77,-25.24,13.84,-3.25,2.0,-5.15,4.15,-7.11,0.59,-10.65,1.17,17.62,61.54,73.83,13.81,51.65,-3.6,-3.04,16.48,12.45,32.16,4.05,21.33,164.31,7.99,288.53,47.43,5.36,-32.74,-49.21,15.35,15.35,32.16,1.2,13.98,-1.19,-21.81,24.99,7.02,-3.25,17.62,35.28,-548.08,-13.84,-11.39,-53.62,-348.48,-332.18,-11.39,-14.18,64.39,-10.94,0.2391606160533173
1195,7.66,7.84,-0.17,-37.75,47.84,58.85,1.65,56.28,1.8,56.04,13.99,47.55,-1.98,2.19,-30.45,-33.84,34.58,-47.9,-0.66,3.49,5.18,2.09,-26.75,5.61,-61.5,0.03,-33.09,-9.17,-48.03,0.63,-77.33,-200.63,3.19,3.19,-26.75,6.11,11.17,7.73,92.44,35.33,9.84,58.85,2.19,-26.76,3.57,19.41,12.55,-77.52,-316.74,-171.78,12.55,20.4,-5.32,-24.83,0.1042612644271865
1196,6.7,6.56,1.54,117.96,-11.38,-19.54,-1.22,-18.55,-6.74,-13.73,-6.89,-24.59,0.69,1.2,-34.15,-24.56,-4.66,-27.23,4.38,5.14,-0.12,0.62,-10.81,0.62,9.18,84.49,40.4,75.46,39.0,-2.31,-285.03,102.49,-46.1,-46.1,-10.81,-10.34,-185.2,-258.07,-120.21,-33.35,5.97,-19.54,1.2,19.15,-123.16,17.63,19.87,-103.05,-5.37,-49.95,19.87,17.33,-4.36,46.2,0.1165671188623955
1197,6.99,9.36,6.35,-62.39,32.85,0.5,-4.36,5.08,-3.79,4.46,3.48,-6.07,5.5,-3.4,47.89,47.9,21.16,39.59,5.34,6.83,2.43,3.14,15.35,-7.68,9.71,0.14,13.22,2.28,5.49,0.54,149.09,-85.57,33.36,33.36,15.35,1.68,-81.91,-86.44,-142.4,27.24,1.41,0.5,-3.4,94.97,-378.41,5.81,7.8,-14190.57,-88.16,-242.96,7.8,5.54,50.38,5.29,0.464008149423154
1198,10.04,10.18,3.57,68.76,19.47,69.41,0.6,68.4,0.33,68.86,6.5,53.96,5.63,2.77,-22.99,-22.5,56.01,-2.95,0.51,4.55,-3.22,5.48,2.06,16.02,10.36,-46.41,-11.74,-40.13,-17.44,5.8,126.6,582.64,30.25,30.25,2.06,-0.73,-313.18,-263.68,742.1,-12.06,4.17,69.41,2.77,-19.84,-57.15,28.47,6.22,-9.08,709.64,-165.45,6.22,31.59,-17.97,-24.17,0.1020665214882138
1199,9.27,10.15,8.45,-30.6,27.25,186.02,-0.18,186.53,-0.22,186.66,8.52,161.74,1.18,3.9,32.24,32.24,2.51,22.95,48.91,6.33,46.0,44.17,35.99,23.54,-5.16,0.21,87.27,23.48,6.28,5.69,127.99,49.02,63.22,63.22,35.99,-0.06,308.14,150.06,98.4,29.64,8.0,186.02,3.9,-339.83,-128.74,20.64,21.3,-39.19,-21.84,-231.36,21.3,20.57,32.35,-57.82,0.3064355199329509
1200,14.83,14.85,7.95,2.66,32.11,-40.28,0.18,-40.38,-0.31,-40.09,12.37,-47.99,5.7,21.71,31.65,31.65,11.14,26.45,18.15,12.56,13.27,13.0,17.68,10.43,18.5,0.22,33.17,13.58,16.22,8.39,33.41,-52.81,18.55,18.55,17.68,-0.33,61.93,36.59,0.87,6.7,8.64,-40.28,21.71,-146.15,-344.33,24.03,27.09,176.38,-6.44,9.7,27.09,23.68,55.56,107.68,0.8043944989012666
1201,11.38,12.78,11.69,-56.37,21.44,17.83,-0.08,17.93,-0.28,18.16,1.36,5.79,5.39,-12.94,17.29,17.29,-0.26,16.04,-1.9,2.65,11.16,8.02,11.02,19.24,21.89,0.23,4.02,2.03,12.89,11.26,29.61,91.17,9.93,9.93,11.02,-0.77,27.46,15.94,-3.45,-4.8,5.68,17.83,-12.94,-6.16,-786.24,21.66,-29.46,0.27,55.02,-16.84,-29.46,27.65,17.88,3.25,0.0969746591803284
1202,19.19,18.98,12.95,195.42,36.04,21.98,-0.84,23.02,-1.38,23.69,11.64,2.34,8.67,3.62,-18.56,-18.97,44.17,-0.52,24.26,12.85,31.39,28.45,17.12,33.52,38.76,86.45,21.23,54.84,45.35,12.07,27.87,175.1,0.16,0.16,17.12,-1.49,-81.89,-81.92,-39.11,-28.31,9.68,21.98,3.62,0.87,-17.25,12.8,85.73,152.13,2.06,-193.65,85.73,8.08,-27.9,-7.53,0.0564620478765884
